,index,CTYNAME,GDP2019,CTYNAME,POPESTIMATE2019
2531,2575.0,Meigs,"224,905",Maury County,96795
2532,2576.0,Monroe,"1,306,968",Meigs County,12358
2533,2577.0,Montgomery,"5,089,678",Monroe County,46650
2534,2578.0,Moore,"471,217",Montgomery County,209807
2535,2579.0,Morgan,"270,012",Moore County,6439
2536,2580.0,Obion,"1,075,223",Morgan County,21385
2537,2581.0,Overton,"515,166",Obion County,30249
2538,2582.0,Perry,"175,291",Overton County,22271
2539,2583.0,Pickett,"133,299",Perry County,8084
2540,2584.0,Polk,"259,716",Pickett County,5068
2541,2585.0,Putnam,"3,131,686",Polk County,16764
2542,2586.0,Rhea,"1,672,769",Putnam County,79957
2543,2587.0,Roane,"2,385,322",Rhea County,33206
2544,2588.0,Robertson,"2,251,803",Roane County,53476
2545,2589.0,Rutherford,"15,589,446",Robertson County,71693
2546,2590.0,Scott,"516,689",Rutherford County,332125
2547,2591.0,Sequatchie,"257,140",Scott County,22102
2548,2592.0,Sevier,"3,968,523",Sequatchie County,15071
2549,2593.0,Shelby,"56,406,750",Sevier County,98402
2550,2594.0,Smith,"675,200",Shelby County,937070
2551,2595.0,Stewart,"720,143",Smith County,20115
2552,2596.0,Sullivan,"6,753,407",Stewart County,13699
2553,2597.0,Sumner,"6,313,663",Sullivan County,158469
2554,2598.0,Tipton,"1,074,062",Sumner County,191497
2555,2599.0,Trousdale,"177,284",Tipton County,61715
2556,2600.0,Unicoi,"475,361",Trousdale County,11277
2557,2601.0,Union,"286,135",Unicoi County,17914
2558,2602.0,Van Buren,"88,117",Union County,19936
2559,2603.0,Warren,"1,315,086",Van Buren County,5874
2560,2604.0,Washington,"5,401,526",Warren County,41269
2561,2605.0,Wayne,"297,716",Washington County,129670
2562,2606.0,Weakley,"1,143,805",Wayne County,16644
2563,2607.0,White,"659,195",Weakley County,33269
2564,2608.0,Williamson,"21,303,499",White County,27378
2565,2609.0,Wilson,"4,896,567",Williamson County,238556
2566,2611.0,Texas,"1,785,317,908",Wilson County,144507
2567,2612.0,Anderson,"1,888,278",Texas,28986794
2568,2613.0,Andrews,"5,015,055",Anderson County,57816
2569,2614.0,Angelina,"3,077,484",Andrews County,18821
2570,2615.0,Aransas,"640,355",Angelina County,86761
2571,2616.0,Archer,"338,714",Aransas County,23364
2572,2617.0,Armstrong,"64,801",Archer County,8692
2573,2618.0,Atascosa,"4,620,153",Armstrong County,1853
2574,2619.0,Austin,"1,359,535",Atascosa County,51140
2575,2620.0,Bailey,"424,805",Austin County,30107
2576,2621.0,Bandera,"377,362",Bailey County,6859
2577,2622.0,Bastrop,"2,181,750",Bandera County,23181
2578,2623.0,Baylor,"164,713",Bastrop County,88737
2579,2624.0,Bee,"788,770",Baylor County,3525
2580,2625.0,Bell,"15,190,059",Bee County,32618
2581,2626.0,Bexar,"96,105,465",Bell County,363693
2582,2627.0,Blanco,"383,423",Bexar County,2002445
2583,2628.0,Borden,"854,088",Blanco County,11971
2584,2629.0,Bosque,"537,403",Borden County,656
2585,2630.0,Bowie,"3,238,755",Bosque County,18594
2586,2631.0,Brazoria,"15,115,082",Bowie County,93505
2587,2632.0,Brazos,"9,739,560",Brazoria County,374699
2588,2633.0,Brewster,"368,162",Brazos County,229418
2589,2634.0,Briscoe,"104,986",Brewster County,9144
2590,2635.0,Brooks,"342,481",Briscoe County,1542
2591,2636.0,Brown,"1,316,807",Brooks County,7093
2592,2637.0,Burleson,"1,705,424",Brown County,37770
2593,2638.0,Burnet,"1,509,642",Burleson County,18425
2594,2639.0,Caldwell,"912,817",Burnet County,48280
2595,2640.0,Calhoun,"3,458,801",Caldwell County,43579
2596,2641.0,Callahan,"294,710",Calhoun County,21237
2597,2642.0,Cameron,"10,117,293",Callahan County,13941
2598,2643.0,Camp,"320,178",Cameron County,422649
2599,2644.0,Carson,"1,030,687",Camp County,13078
2600,2645.0,Cass,"814,241",Carson County,5867
2601,2646.0,Castro,"787,190",Cass County,30002
2602,2647.0,Chambers,"2,448,652",Castro County,7484
2603,2648.0,Cherokee,"1,341,960",Chambers County,43726
2604,2649.0,Childress,"206,766",Cherokee County,52561
2605,2650.0,Clay,"255,186",Childress County,7222
2606,2651.0,Cochran,"404,276",Clay County,10465
2607,2652.0,Coke,"126,391",Cochran County,2825
2608,2653.0,Coleman,"218,520",Coke County,3316
2609,2654.0,Collin,"64,095,670",Coleman County,8125
2610,2655.0,Collingsworth,"75,877",Collin County,1035072
2611,2656.0,Colorado,"833,225",Collingsworth County,2921
2612,2657.0,Comal,"5,856,949",Colorado County,21467
2613,2658.0,Comanche,"412,462",Comal County,156435
2614,2659.0,Concho,"120,646",Comanche County,13629
2615,2660.0,Cooke,"2,325,818",Concho County,2749
2616,2661.0,Coryell,"1,479,194",Cooke County,41074
2617,2662.0,Cottle,"73,373",Coryell County,76543
2618,2663.0,Crane,"1,152,039",Cottle County,1385
2619,2664.0,Crockett,"1,282,882",Crane County,4759
2620,2665.0,Crosby,"333,870",Crockett County,3468
2621,2666.0,Culberson,"2,036,365",Crosby County,5701
2622,2667.0,Dallam,"764,277",Culberson County,2146
2623,2668.0,Dallas,"246,512,762",Dallam County,7255
2624,2669.0,Dawson,"849,434",Dallas County,2635603
2625,2670.0,Deaf Smith,"1,578,133",Dawson County,12985
2626,2671.0,Delta,"100,862",Deaf Smith County,18559
2627,2672.0,Denton,"33,282,512",Delta County,5327
2628,2673.0,DeWitt,"6,501,016",Denton County,888765
2629,2674.0,Dickens,"134,036",DeWitt County,20105
2630,2675.0,Dimmit,"5,917,527",Dickens County,2185
2631,2676.0,Donley,"140,676",Dimmit County,10104
2632,2677.0,Duval,"401,432",Donley County,3263
2633,2678.0,Eastland,"839,457",Duval County,11139
2634,2679.0,Ector,"13,506,926",Eastland County,18267
2635,2680.0,Edwards,"83,509",Ector County,166204
2636,2681.0,Ellis,"5,939,989",Edwards County,1915
2637,2682.0,El Paso,"29,805,366",Ellis County,184765
2638,2683.0,Erath,"1,501,302",El Paso County,837501
2639,2684.0,Falls,"374,175",Erath County,42536
2640,2685.0,Fannin,"843,912",Falls County,17282
2641,2686.0,Fayette,"1,688,455",Fannin County,35554
2642,2687.0,Fisher,"262,415",Fayette County,25308
2643,2688.0,Floyd,"347,472",Fisher County,3810
2644,2689.0,Foard,"57,242",Floyd County,5754
2645,2690.0,Fort Bend,"28,167,815",Foard County,1156
2646,2691.0,Franklin,"415,703",Fort Bend County,812737
2647,2692.0,Freestone,"1,326,617",Franklin County,10749
2648,2693.0,Frio,"1,429,979",Freestone County,19753
2649,2694.0,Gaines,"3,357,767",Frio County,20199
2650,2695.0,Galveston,"16,276,531",Gaines County,21540
2651,2696.0,Garza,"377,387",Galveston County,341541
2652,2697.0,Gillespie,"996,822",Garza County,6238
2653,2698.0,Glasscock,"5,864,146",Gillespie County,26927
2654,2699.0,Goliad,"327,035",Glasscock County,1430
2655,2700.0,Gonzales,"5,246,041",Goliad County,7607
2656,2701.0,Gray,"1,049,981",Gonzales County,20899
2657,2702.0,Grayson,"4,794,754",Gray County,21849
2658,2703.0,Gregg,"7,368,823",Grayson County,136143
2659,2704.0,Grimes,"1,071,838",Gregg County,124098
2660,2705.0,Guadalupe,"7,056,072",Grimes County,28940
2661,2706.0,Hale,"1,325,975",Guadalupe County,166970
2662,2707.0,Hall,"87,363",Hale County,33098
2663,2708.0,Hamilton,"240,797",Hall County,2992
2664,2709.0,Hansford,"673,167",Hamilton County,8465
2665,2710.0,Hardeman,"201,599",Hansford County,5380
2666,2711.0,Hardin,"1,344,905",Hardeman County,3927
2667,2712.0,Harris,"373,087,121",Hardin County,57796
2668,2713.0,Harrison,"4,383,225",Harris County,4709243
2669,2714.0,Hartley,"920,853",Harrison County,66484
2670,2715.0,Haskell,"387,575",Hartley County,5507
2671,2716.0,Hays,"7,222,279",Haskell County,5665
2672,2717.0,Hemphill,"916,225",Hays County,230400
2673,2718.0,Henderson,"1,730,667",Hemphill County,3831
2674,2719.0,Hidalgo,"19,944,793",Henderson County,82822
2675,2720.0,Hill,"955,514",Hidalgo County,867221
2676,2721.0,Hockley,"2,428,387",Hill County,36536
2677,2722.0,Hood,"2,429,352",Hockley County,23055
2678,2723.0,Hopkins,"1,564,821",Hood County,61762
2679,2724.0,Houston,"993,323",Hopkins County,37063
2680,2725.0,Howard,"8,363,684",Houston County,22877
2681,2726.0,Hudspeth,"180,132",Howard County,36732
2682,2727.0,Hunt,"4,444,498",Hudspeth County,4875
2683,2728.0,Hutchinson,"7,090,427",Hunt County,98559
2684,2729.0,Irion,"1,976,121",Hutchinson County,20899
2685,2730.0,Jack,"580,131",Irion County,1565
2686,2731.0,Jackson,"748,894",Jack County,8945
2687,2732.0,Jasper,"959,790",Jackson County,14760
2688,2733.0,Jeff Davis,"77,177",Jasper County,35610
2689,2734.0,Jefferson,"22,059,368",Jeff Davis County,2275
2690,2735.0,Jim Hogg,"201,787",Jefferson County,251315
2691,2736.0,Jim Wells,"1,631,965",Jim Hogg County,5161
2692,2737.0,Johnson,"6,449,549",Jim Wells County,40573
2693,2738.0,Jones,"426,608",Johnson County,175997
2694,2739.0,Karnes,"12,645,963",Jones County,19867
2695,2740.0,Kaufman,"3,450,214",Karnes County,15356
2696,2741.0,Kendall,"2,005,319",Kaufman County,136459
2697,2742.0,Kenedy,"354,635",Kendall County,47418
2698,2743.0,Kent,"373,545",Kenedy County,385
2699,2744.0,Kerr,"1,930,054",Kent County,758
2700,2745.0,Kimble,"141,558",Kerr County,52422
2701,2746.0,King,"190,305",Kimble County,4362
2702,2747.0,Kinney,"105,794",King County,267
2703,2748.0,Kleberg,"1,085,078",Kinney County,3668
2704,2749.0,Knox,"154,983",Kleberg County,30502
2705,2750.0,Lamar,"2,486,515",Knox County,3663
2706,2751.0,Lamb,"743,666",Lamar County,49781
2707,2752.0,Lampasas,"464,637",Lamb County,12904
2708,2753.0,La Salle,"7,656,815",Lampasas County,21429
2709,2754.0,Lavaca,"1,654,694",La Salle County,7546
2710,2755.0,Lee,"1,061,371",Lavaca County,20156
2711,2756.0,Leon,"919,057",Lee County,17295
2712,2757.0,Liberty,"2,105,156",Leon County,17421
2713,2758.0,Limestone,"1,537,845",Liberty County,88453
2714,2759.0,Lipscomb,"837,531",Limestone County,23389
2715,2760.0,Live Oak,"2,483,608",Lipscomb County,3214
2716,2761.0,Llano,"688,463",Live Oak County,12236
2717,2762.0,Loving,"9,962,411",Llano County,21810
2718,2763.0,Lubbock,"12,570,427",Loving County,165
2719,2764.0,Lynn,"281,316",Lubbock County,311087
2720,2765.0,McCulloch,"337,888",Lynn County,5956
2721,2766.0,McLennan,"11,848,374",McCulloch County,8011
2722,2767.0,McMullen,"3,473,650",McLennan County,257080
2723,2768.0,Madison,"824,426",McMullen County,733
2724,2769.0,Marion,"263,754",Madison County,14382
2725,2770.0,Martin,"13,387,119",Marion County,9848
2726,2771.0,Mason,"127,301",Martin County,5743
2727,2772.0,Matagorda,"2,130,224",Mason County,4287
2728,2773.0,Maverick,"1,608,240",Matagorda County,36655
2729,2774.0,Medina,"986,697",Maverick County,58357
2730,2775.0,Menard,"53,363",Medina County,51608
2731,2776.0,Midland,"30,777,357",Menard County,2099
2732,2777.0,Milam,"611,092",Midland County,176444
2733,2778.0,Mills,"190,540",Milam County,24721
2734,2779.0,Mitchell,"459,362",Mills County,4872
2735,2780.0,Montague,"965,999",Mitchell County,8161
2736,2781.0,Montgomery,"27,859,472",Montague County,19848
2737,2782.0,Moore,"3,328,078",Montgomery County,607583
2738,2783.0,Morris,"657,428",Moore County,20931
2739,2784.0,Motley,"30,896",Morris County,12343
2740,2785.0,Nacogdoches,"2,556,789",Motley County,1200
2741,2786.0,Navarro,"1,520,866",Nacogdoches County,64846
2742,2787.0,Newton,"516,384",Navarro County,49978
2743,2788.0,Nolan,"973,510",Newton County,13673
2744,2789.0,Nueces,"19,935,184",Nolan County,14833
2745,2790.0,Ochiltree,"1,398,079",Nueces County,362347
2746,2791.0,Oldham,"336,304",Ochiltree County,9815
2747,2792.0,Orange,"3,286,754",Oldham County,2115
2748,2793.0,Palo Pinto,"1,079,213",Orange County,83086
2749,2794.0,Panola,"3,033,146",Palo Pinto County,29114
2750,2795.0,Parker,"4,354,517",Panola County,23103
2751,2796.0,Parmer,"1,032,223",Parker County,143149
2752,2797.0,Pecos,"4,001,420",Parmer County,9555
2753,2798.0,Polk,"1,265,711",Pecos County,15757
2754,2799.0,Potter,"7,901,598",Polk County,51254
2755,2800.0,Presidio,"238,039",Potter County,116818
2756,2801.0,Rains,"197,778",Presidio County,6612
2757,2802.0,Randall,"3,637,769",Rains County,12401
2758,2803.0,Reagan,"6,455,797",Randall County,137770
2759,2804.0,Real,"66,603",Reagan County,3842
2760,2805.0,Red River,"288,883",Real County,3460
2761,2806.0,Reeves,"16,109,739",Red River County,12095
2762,2807.0,Refugio,"484,000",Reeves County,15951
2763,2808.0,Roberts,"942,163",Refugio County,6824
2764,2809.0,Robertson,"3,046,148",Roberts County,837
2765,2810.0,Rockwall,"3,483,511",Robertson County,17104
2766,2811.0,Runnels,"318,513",Rockwall County,104862
2767,2812.0,Rusk,"2,769,577",Runnels County,10265
2768,2813.0,Sabine,"216,020",Rusk County,54386
2769,2814.0,San Augustine,"1,212,939",Sabine County,10490
2770,2815.0,San Jacinto,"356,020",San Augustine County,8220
2771,2816.0,San Patricio,"2,336,277",San Jacinto County,28867
2772,2817.0,San Saba,"179,454",San Patricio County,66656
2773,2818.0,Schleicher,"190,128",San Saba County,6009
2774,2819.0,Scurry,"2,404,029",Schleicher County,2801
2775,2820.0,Shackelford,"271,172",Scurry County,16655
2776,2821.0,Shelby,"1,441,324",Shackelford County,3272
2777,2822.0,Sherman,"597,860",Shelby County,25297
2778,2823.0,Smith,"10,889,082",Sherman County,3017
2779,2824.0,Somervell,"1,170,941",Smith County,232916
2780,2825.0,Starr,"1,387,854",Somervell County,9123
2781,2826.0,Stephens,"560,642",Starr County,64294
2782,2827.0,Sterling,"320,490",Stephens County,9364
2783,2828.0,Stonewall,"242,357",Sterling County,1295
2784,2829.0,Sutton,"350,621",Stonewall County,1336
2785,2830.0,Swisher,"571,428",Sutton County,3779
2786,2831.0,Tarrant,"111,665,897",Swisher County,7399
2787,2832.0,Taylor,"6,079,124",Tarrant County,2101282
2788,2833.0,Terrell,"160,459",Taylor County,138141
2789,2834.0,Terry,"777,079",Terrell County,752
2790,2835.0,Throckmorton,"115,144",Terry County,12354
2791,2836.0,Titus,"1,769,032",Throckmorton County,1473
2792,2837.0,Tom Green,"5,653,698",Titus County,32744
2793,2838.0,Travis,"114,678,235",Tom Green County,119429
2794,2839.0,Trinity,"238,379",Travis County,1273567
2795,2840.0,Tyler,"417,686",Trinity County,14675
2796,2841.0,Upshur,"855,116",Tyler County,21523
2797,2842.0,Upton,"8,291,570",Upshur County,41705
2798,2843.0,Uvalde,"869,584",Upton County,3644
2799,2844.0,Val Verde,"1,594,939",Uvalde County,26794
2800,2845.0,Van Zandt,"1,128,834",Val Verde County,49041
2801,2846.0,Victoria,"4,105,372",Van Zandt County,56744
2802,2847.0,Walker,"1,991,487",Victoria County,92021
2803,2848.0,Waller,"2,598,170",Walker County,71700
2804,2849.0,Ward,"5,928,199",Waller County,55311
2805,2850.0,Washington,"1,752,390",Ward County,11985
2806,2851.0,Webb,"12,562,847",Washington County,35626
2807,2852.0,Wharton,"1,936,733",Webb County,276387
2808,2853.0,Wheeler,"912,127",Wharton County,41671
2809,2854.0,Wichita,"5,480,299",Wheeler County,5026
2810,2855.0,Wilbarger,"797,944",Wichita County,132328
2811,2856.0,Willacy,"513,654",Wilbarger County,12695
2812,2857.0,Williamson,"22,043,948",Willacy County,21280
2813,2858.0,Wilson,"1,193,728",Williamson County,591823
2814,2859.0,Winkler,"2,394,287",Wilson County,50950
2815,2860.0,Wise,"3,438,374",Winkler County,7970
2816,2861.0,Wood,"1,731,404",Wise County,69877
2817,2862.0,Yoakum,"3,426,395",Wood County,45621
2818,2863.0,Young,"874,240",Yoakum County,8686
2819,2864.0,Zapata,"879,421",Young County,17937
2820,2865.0,Zavala,"1,039,023",Zapata County,14221
2821,2867.0,Utah,"171,134,713",Zavala County,11807
2822,2868.0,Beaver,"419,707",Utah,3203383
2823,2869.0,Box Elder,"2,306,970",Beaver County,6725
2824,2870.0,Cache,"5,241,528",Box Elder County,55957
2825,2871.0,Carbon,"1,138,829",Cache County,128309
2826,2872.0,Daggett,"132,768",Carbon County,20476
2827,2873.0,Davis,"14,303,118",Daggett County,964
2828,2874.0,Duchesne,"1,155,080",Davis County,355304
2829,2875.0,Emery,"932,010",Duchesne County,19877
2830,2876.0,Garfield,"250,021",Emery County,10061
2831,2877.0,Grand,"609,264",Garfield County,5000
2832,2878.0,Iron,"1,701,006",Grand County,9773
2833,2879.0,Juab,"482,760",Iron County,55269
2834,2880.0,Kane,"319,389",Juab County,12002
2835,2881.0,Millard,"828,757",Kane County,7873
2836,2882.0,Morgan,"285,871",Millard County,13100
2837,2883.0,Piute,"71,661",Morgan County,12115
2838,2884.0,Rich,"148,732",Piute County,1472
2839,2885.0,Salt Lake,"86,713,524",Rich County,2468
2840,2886.0,San Juan,"506,988",Salt Lake County,1158585
2841,2887.0,Sanpete,"816,725",San Juan County,15228
2842,2888.0,Sevier,"1,187,481",Sanpete County,30986
2843,2889.0,Summit,"3,150,354",Sevier County,21636
2844,2890.0,Tooele,"1,786,767",Summit County,42081
2845,2891.0,Uintah,"1,860,884",Tooele County,72110
2846,2892.0,Utah,"26,983,699",Uintah County,35806
2847,2893.0,Wasatch,"969,549",Utah County,635675
2848,2894.0,Washington,"6,041,044",Wasatch County,34210
2849,2895.0,Wayne,"108,355",Washington County,177938
2850,2896.0,Weber,"10,347,584",Wayne County,2703
2851,2898.0,Vermont,"29,902,839",Weber County,259680
2852,2899.0,Addison,"1,579,129",Vermont,624046
2853,2900.0,Bennington,"1,543,050",Addison County,36994
2854,2901.0,Caledonia,"1,005,625",Bennington County,35532
2855,2902.0,Chittenden,"10,632,821",Caledonia County,29860
2856,2903.0,Essex,"138,075",Chittenden County,163918
2857,2904.0,Franklin,"1,963,786",Essex County,6145
2858,2905.0,Grand Isle,"188,046",Franklin County,49384
2859,2906.0,Lamoille,"1,018,478",Grand Isle County,7208
2860,2907.0,Orange,"740,394",Lamoille County,25420
2861,2908.0,Orleans,"979,997",Orange County,28809
2862,2909.0,Rutland,"2,352,696",Orleans County,26934
2863,2910.0,Washington,"3,367,064",Rutland County,58125
2864,2911.0,Windham,"2,052,930",Washington County,58458
2865,2912.0,Windsor,"2,354,202",Windham County,42227
2866,2914.0,Virginia,"487,251,631",Windsor County,55032
2867,2915.0,Accomack,"1,582,822",Virginia,8556642
2868,2916.0,Amelia,"268,156",Accomack County,32325
2869,2917.0,Amherst,"735,759",Albemarle County,109843
2870,2918.0,Appomattox,"262,388",Alleghany County,14898
2871,2919.0,Arlington,"32,930,931",Amelia County,13058
2872,2920.0,Bath,"217,236",Amherst County,31678
2873,2921.0,Bedford,"1,811,923",Appomattox County,15902
2874,2922.0,Bland,"205,737",Arlington County,238392
2875,2923.0,Botetourt,"1,156,685",Augusta County,76120
2876,2924.0,Brunswick,"715,542",Bath County,4169
2877,2925.0,Buchanan,"1,099,109",Bedford County,79431
2878,2926.0,Buckingham,"487,257",Bland County,6292
2879,2927.0,Caroline,"673,499",Botetourt County,33500
2880,2928.0,Charles City,"200,759",Brunswick County,16176
2881,2929.0,Charlotte,"227,662",Buchanan County,21031
2882,2930.0,Chesterfield,"14,348,174",Buckingham County,17134
2883,2931.0,Clarke,"442,927",Campbell County,55371
2884,2932.0,Craig,"91,025",Caroline County,30745
2885,2933.0,Culpeper,"1,679,918",Carroll County,30022
2886,2934.0,Cumberland,"138,125",Charles City County,6969
2887,2935.0,Dickenson,"515,326",Charlotte County,11849
2888,2936.0,Essex,"351,770",Chesterfield County,353376
2889,2937.0,Fauquier,"2,516,311",Clarke County,14576
2890,2938.0,Floyd,"335,294",Craig County,5127
2891,2939.0,Fluvanna,"814,184",Culpeper County,52722
2892,2940.0,Franklin,"1,387,760",Cumberland County,9967
2893,2941.0,Giles,"445,583",Dickenson County,14295
2894,2942.0,Gloucester,"811,148",Dinwiddie County,28804
2895,2943.0,Goochland,"2,273,664",Essex County,10936
2896,2944.0,Grayson,"260,007",Fairfax County,1152359
2897,2945.0,Greene,"421,735",Fauquier County,71297
2898,2946.0,Halifax,"1,089,647",Floyd County,15796
2899,2947.0,Hanover,"5,378,892",Fluvanna County,27266
2900,2948.0,Henrico,"26,686,265",Franklin County,56185
2901,2949.0,Highland,"68,674",Frederick County,89483
2902,2950.0,Isle of Wight,"1,267,956",Giles County,16693
2903,2951.0,King and Queen,"127,542",Gloucester County,37499
2904,2952.0,King George,"1,822,792",Goochland County,23949
2905,2953.0,King William,"469,472",Grayson County,15574
2906,2954.0,Lancaster,"409,913",Greene County,19901
2907,2955.0,Lee,"367,913",Greensville County,11289
2908,2956.0,Loudoun,"27,268,208",Halifax County,34035
2909,2957.0,Louisa,"1,983,012",Hanover County,107535
2910,2958.0,Lunenburg,"210,841",Henrico County,332513
2911,2959.0,Madison,"330,903",Henry County,50724
2912,2960.0,Mathews,"199,538",Highland County,2176
2913,2961.0,Mecklenburg,"901,123",Isle of Wight County,37400
2914,2962.0,Middlesex,"345,289",James City County,76838
2915,2963.0,Nelson,"482,176",King and Queen County,7011
2916,2964.0,New Kent,"496,686",King George County,26981
2917,2965.0,Northampton,"449,593",King William County,17198
2918,2966.0,Northumberland,"406,156",Lancaster County,10619
2919,2967.0,Nottoway,"471,813",Lee County,23540
2920,2968.0,Orange,"1,050,074",Loudoun County,414872
2921,2969.0,Page,"595,270",Louisa County,37477
2922,2970.0,Patrick,"384,345",Lunenburg County,12251
2923,2971.0,Powhatan,"738,854",Madison County,13213
2924,2972.0,Prince Edward,"651,059",Mathews County,8782
2925,2973.0,Pulaski,"1,255,179",Mecklenburg County,30723
2926,2974.0,Rappahannock,"294,664",Middlesex County,10561
2927,2975.0,Richmond,"265,206",Montgomery County,98872
2928,2976.0,Russell,"616,876",Nelson County,14867
2929,2977.0,Scott,"377,405",New Kent County,22984
2930,2978.0,Shenandoah,"1,641,286",Northampton County,11800
2931,2979.0,Smyth,"947,116",Northumberland County,12069
2932,2980.0,Stafford,"5,183,674",Nottoway County,15206
2933,2981.0,Surry,"1,006,495",Orange County,36941
2934,2982.0,Sussex,"340,831",Page County,23937
2935,2983.0,Tazewell,"1,133,180",Patrick County,17592
2936,2984.0,Warren,"1,620,127",Pittsylvania County,60470
2937,2985.0,Westmoreland,"432,216",Powhatan County,29734
2938,2986.0,Wythe,"1,307,389",Prince Edward County,22827
2939,2988.0,Alexandria,"13,368,490",Prince George County,38528
2940,2989.0,Chesapeake,"9,344,726",Prince William County,471774
2941,2990.0,Hampton,"6,044,414",Pulaski County,34009
2942,2991.0,Newport News,"12,114,711",Rappahannock County,7372
2943,2992.0,Norfolk,"17,772,146",Richmond County,9066
2944,2993.0,Portsmouth,"5,472,530",Roanoke County,94423
2945,2994.0,Richmond,"20,694,025",Rockbridge County,22774
2946,2995.0,Roanoke,"6,377,991",Rockingham County,82140
2947,2996.0,Suffolk,"3,506,623",Russell County,26739
2948,2997.0,Virginia Beach,"19,685,107",Scott County,21578
2949,2999.0,Albemarle + Charlottesville,"10,735,480",Shenandoah County,43557
2950,3000.0,Alleghany + Covington,"811,717",Smyth County,30182
2951,3001.0,"Augusta, Staunton + Waynesboro","4,707,372",Southampton County,17797
2952,3002.0,Campbell + Lynchburg,"6,754,237",Spotsylvania County,136447
2953,3003.0,Carroll + Galax,"849,492",Stafford County,153775
2954,3004.0,"Dinwiddie, Colonial Heights + Petersburg","2,574,955",Surry County,6407
2955,3005.0,"Fairfax, Fairfax City + Falls Church","113,780,472",Sussex County,11092
2956,3006.0,Frederick + Winchester,"6,050,372",Tazewell County,40734
2957,3007.0,Greensville + Emporia,"1,206,961",Warren County,40235
2958,3008.0,Henry + Martinsville,"2,009,153",Washington County,53852
2959,3009.0,James City + Williamsburg,"4,746,291",Westmoreland County,18029
2960,3010.0,Montgomery + Radford,"4,763,167",Wise County,37427
2961,3011.0,Pittsylvania + Danville,"3,166,653",Wythe County,28618
2962,3012.0,Prince George + Hopewell,"3,581,002",York County,68579
2963,3013.0,"Prince William, Manassas + Manassas Park","19,239,417",Alexandria city,159050
2964,3014.0,Roanoke + Salem,"5,554,460",Bristol city,17036
2965,3015.0,"Rockbridge, Buena Vista + Lexington","1,168,656",Buena Vista city,6481
2966,3016.0,Rockingham + Harrisonburg,"7,340,930",Charlottesville city,47283
2967,3017.0,Southampton + Franklin,"723,195",Chesapeake city,245403
2968,3018.0,Spotsylvania + Fredericksburg,"5,705,526",Colonial Heights city,17089
2969,3019.0,Washington + Bristol,"3,191,437",Covington city,5622
2970,3020.0,Wise + Norton,"1,391,533",Danville city,40036
2971,3021.0,York + Poquoson,"2,495,154",Emporia city,5409
2972,3023.0,Washington,"535,980,514",Fairfax city,23294
2973,3024.0,Adams,"923,667",Falls Church city,14551
2974,3025.0,Asotin,"610,859",Franklin city,7867
2975,3026.0,Benton,"10,969,021",Fredericksburg city,29254
2976,3027.0,Chelan,"4,175,503",Galax city,6324
2977,3028.0,Clallam,"2,281,222",Hampton city,135048
2978,3029.0,Clark,"19,842,592",Harrisonburg city,53379
2979,3030.0,Columbia,"357,570",Hopewell city,22523
2980,3031.0,Cowlitz,"4,585,917",Lexington city,7246
2981,3032.0,Douglas,"1,640,444",Lynchburg city,81753
2982,3033.0,Ferry,"179,214",Manassas city,40907
2983,3034.0,Franklin,"3,725,217",Manassas Park city,18071
2984,3035.0,Garfield,"143,783",Martinsville city,12443
2985,3036.0,Grant,"5,218,536",Newport News city,179736
2986,3037.0,Grays Harbor,"2,254,969",Norfolk city,243581
2987,3038.0,Island,"2,940,564",Norton city,3983
2988,3039.0,Jefferson,"983,896",Petersburg city,30593
2989,3040.0,King,"293,178,141",Poquoson city,12228
2990,3041.0,Kitsap,"11,275,707",Portsmouth city,94582
2991,3042.0,Kittitas,"1,633,671",Radford city,18107
2992,3043.0,Klickitat,"1,583,910",Richmond city,231027
2993,3044.0,Lewis,"3,128,591",Roanoke city,99216
2994,3045.0,Lincoln,"432,953",Salem city,25209
2995,3046.0,Mason,"1,476,139",Staunton city,24916
2996,3047.0,Okanogan,"1,441,381",Suffolk city,92277
2997,3048.0,Pacific,"661,546",Virginia Beach city,450766
2998,3049.0,Pend Oreille,"532,752",Waynesboro city,22416
2999,3050.0,Pierce,"40,008,149",Williamsburg city,15019
3000,3051.0,San Juan,"716,828",Winchester city,28036
3001,3052.0,Skagit,"7,115,536",Washington,7614024
3002,3053.0,Skamania,"245,424",Adams County,19959
3003,3054.0,Snohomish,"45,380,868",Asotin County,22687
3004,3055.0,Spokane,"23,798,009",Benton County,204173
3005,3056.0,Stevens,"990,813",Chelan County,77053
3006,3057.0,Thurston,"12,511,137",Clallam County,77457
3007,3058.0,Wahkiakum,"83,173",Clark County,489271
3008,3059.0,Walla Walla,"3,245,485",Columbia County,4023
3009,3060.0,Whatcom,"13,629,262",Cowlitz County,110389
3010,3061.0,Whitman,"2,320,680",Douglas County,43251
3011,3062.0,Yakima,"10,043,074",Ferry County,7676
3012,3064.0,West Virginia,"72,542,927",Franklin County,95446
3013,3065.0,Barbour,"418,599",Garfield County,2266
3014,3066.0,Berkeley,"3,568,921",Grant County,97959
3015,3067.0,Boone,"670,569",Grays Harbor County,75047
3016,3068.0,Braxton,"286,726",Island County,85344
3017,3069.0,Brooke,"1,023,404",Jefferson County,32347
3018,3070.0,Cabell,"4,519,107",King County,2249653
3019,3071.0,Calhoun,"111,903",Kitsap County,272299
